상품명,별점,리뷰
쉐프앤홈 도시락 6종(12팩) 한끼의 품격 간편식 식단관리,5,"워낙에 유명한 제품인지라 다이어트도 할 겸 주문했습니다. 맛은 좋습니다. 양도 적당하고, 연달아 먹기에는 좀 질리지만, 가끔 먹으면 괜찮습니다."
쉐프앤홈 도시락 6종(12팩) 한끼의 품격 간편식 식단관리,5,배송 빠르고 밥이 맛있어서 애용합니다. 앞으로도 계속 애용할 생각입니다.
쉐프앤홈 도시락 6종(12팩) 한끼의 품격 간편식 식단관리,2,"역시 그럼그렇지요 매번 여러도시락 사보지만
여기껀 진짜 사진빨이네요 완전 실망함
건더기 안보여서 국물만 있는 카레인줄;;;"
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,이거 없으면 이제 산에 못갈거같아여 ㅋㅋㅋ
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,4,맛있어요..먹기도 편해요
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,4,재구매 인데..편하고 맛있어요
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,"아직 시식해 보진 않았지만, 맛있을거라 기대합니다.
맛있으면 추가 구매할게요."
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,"아직 시식해 보진 않았지만, 맛있을거라 기대합니다.
맛있으면 추가 구매 할게요.
감사합니다."
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,간편하고 산에서 불없이 따듯한 밥 먹어서 좋았어요
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,지난번에 한번 시켜보고 괜찮아서 등산 갈때마다 주문합니다. 맛있고 편리해요~
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,"재구매구요, 등산가서 먹기에서는 간편해서 좋음요"
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,가격적당하고 배송빨라요
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,잘 받았습니다. 감사합니다.
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,잘 받았습니다. .감사합니다.
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,잘 받았습니다. 감사하빈다.
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,4,그냥 믿고드셔도됩니다요
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,4,그냥 믿고드셔도됩니다
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,3,에에엥니ㅣ에그냥 식품이죠뭐
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,짬뽕도 맛있지만 사골도 맛있습니다 등산 필수템
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,등산시 필수 품목이네요.
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,긴편하고 가볍고 등산시 최고
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,등산시 항상 잘 먹고 있어요
핫앤쿡 비화식 발열도시락 전투식량 비상식량 등산 캠핑 간편식,5,감사합니다 감사합니다
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,저녁에 필요한 식사대용으로 좋아요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,소세지가 잘라져 있어서 금방 마르네요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,간편하고 좋아용!!
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,다이어트 식단로 먹기 편해요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,다이어트 도시락치고 맛있어요 재구매하려고요!
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,일반 다이어트 도시락과 다르게 뭔가 맛나요ㅋㅋ
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,양은 적지만 맛있어요 재구매하려고요!
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,"제주도 배송입니다 너무 다 녹아서 왔어요 이거 다시 얼려도 되는건가요? 
예전에 다 녹은 상태로 온 거 뭣 모르고 먹었다가 다 신맛나고 냄새나고 상한게 좀 있어서 거의 버렸는데 ㅜ 
아무래도 지역이 제주도다보니 어느정도는 이해하겠지만 예전에 서울 살 때 서울에서 주문했을 때도 아이스팩 3개 넣어서 받았았는데 제주도 배송건에도 아이스팩 3개는 좀 ㅜ"
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,배송도빠르고 맛있어요!!
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,다른 여러가지 브랜드 많이 먹어봤는데 여기가 제일 맛있는것같아요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,좋아요~~~~~~~
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,먹어보고 맛있으면 또시킬래요ㅎ좋아보여요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,먹을만하지만 식단조절중인 여성에게도 적은양입니다
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,밥량은 너무 적어요 식단조절중인 여성한테도 적다고 느껴지네요 맛은 나쁘진않아요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,딸아이때문에 주문했는데 맛있다고 하네요...
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,딸아이때문에 주문했는데 맛있다고 하네요.
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,"이거 맛있네요ㅎㅎ볶음밥도 맛있고 볼깻잎도 맛있고 볼깻잎만 있는거 살려다 품절이여서 못샀는데
장바구니에 담아뒀어요"
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,볶음밥은 맛있었는데 동그랑땡은 살짝 비렸어요
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,4,물건 잘 받았습니다
맛있닭 다이어트 닭가슴살 연근 스팀마늘 도시락 1팩 / 양많은 냉동 점심 직장인 간편 식단,5,"밥해먹기 귀찮아서 샀어요 ㅋ
저녁에 후루룩 먹고 후다닥 자기 좋아요!! 
초딩입맛에도 딱입니다!! 👍🏻"
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,3,매번먹던거라조아요 매번먹던거라조아요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,간편하게 챙겨먹기 너무 좋아용
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,3,괜찮긴 한데 인생도시락 이름에 걸맞는 퀄리티는 아니네요. 양이 충분하다고 해서 샀는데 양 적습니다. 저는 피자 두조각 먹으면 배부른 새모이만큼 먹는 여자인데 저한테도 양이 좀 적네요… 그리고 밥만 많고 반찬이 너무 적습니다. 반찬 아꺼먹어야해요… 종류가 다양한건 만족이고 맨밥이 아니라 이것저것 섞여있는 밥이어서 맛은 좋습니다. 양이 더 많으면 좋겠네요.
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,배송 빠르고 좋습니다
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,2,양 많다고 샀는데 양이 매우 심각하게 적음 다이어트 도시락인줄
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,냉동도시락 많이 사먹어봤는데 여기가 단연1등인거 같아요 밥이 부슬거리지 않고 찰진게 맛있고 반찬양이 좀 적은거 같긴 하지만 불만수준까진 아닌거 같아요 재구매의사있습니다
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,빠른배송 좋은품질항상이용하고있습니다
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,직장 도시락용 최고!
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,맛있고 간편해서 너무좋아요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,4,신랑 사줬는데 맛 괜찮다고 하네요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,매일 제 점심을 책임져줍니다
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,맛잇어요! 매번 먹지만 좋네요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,2,"다이어트 용으로 먹기엔 좀 짜다고 느껴집니다.
간단하게 한끼 때우는 용으로는 괜찮은 것 같습니다."
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,맛잇게 잘 먹엇어요!! 재구매 할게욤!
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,간단하게 먹기 편하고 여러 종류라 더 좋아요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,언제나 잘 먹고있습니다
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,다양한메뉴에 맛도 좋아요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,유통기한 길거 맛있아요
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,아주아주 편하고 좋음
포르미 인생도시락 10종10팩 양많은 직장인 건강 영양잡곡밥 냉동 간편 한끼,5,저녁대용으로 구매했는데 정말 간단하고 편하게 먹었어요. 다만 어쩔수없는 냉동의 느낌은 나지만 그래도 이정도면 가성비 훌륭합니다.
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,"저희아이가 아침대용으로 잘먹고있어요
계속 재구매하고 있어요"
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,가성비가 좋습니다.
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,여러가지 먹어봤는데 어차피 맛이나 양은 다 거기서 거기. 가성비 좋은게 최고임
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,"맛있어요 다이어트는 비록 실패했지만
가성비 있는 것 같아요 금액도 적당하고
간도 쎄고 먹을만 해요 ㅎㅎ"
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,맛있어요 배달 빨라서 조흠
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,4,맛있게 잘 먹고 있어요~~!
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,다른데 보다 맛있고 먹기편하다고 하네요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,4,"간단하게 한끼먹기좋아요
야채가 조금 더 잇엇으면좋겟어요"
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,좋아요 좀 부족한데 그냥 간편해요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,간단하게 식사하기 좋습니다
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,항상 먹는거예요. 간편해서 좋아요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,벌써 다먹어가네요ㅠㅠ 또 시켜야겠어요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,제가먹던거에 비해 간은 슴슴하고 양은 더 많네용
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,이렇게 적게먹으니빠지겠다 상추 싸먹으면 맛나요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,"식단도 골고루 들어있고 생각보다 맛도 나쁘지 않아요
양도 너무적지않고 오히려 살짝 남길정도.....
간편하게 한끼식사로는 최고인듯 하네요"
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,배송도 빠르고 좋아요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,4,"직장에서 도시락 먹는데 반찬없을때
비상식량이예요 ㅎㅎ
나가서 먹으면 비싸기도 하고 과식하고 시간도 촉박해서 사무실에서 먹는 도시락 선호합니다 ㅎㅎ"
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,다이어트 하려고 샀는데 맛있어요
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,4,역시 다이어트도시락은 내 취향이ㅠ 살빼기위해먹자
다온헬씨앤드 다이어트 냉동도시락 닭가슴살 12종 12팩 직장인 단백질 점심 현미 도시락,5,먹기 간편해서 회사에서 점심으로 먹고있어요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,간편하고 먹기 조아용
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,한국인은 밥심이죠!! 열심히 알아보고 고민 끝에 구매했는데 절대 후회 안해요 다 먹으면 또 주문할게요 😇
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,아주좋아용 맨날먹는데 다른도시락보다 훨 맛있구 반찬이 넉넉해요~
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,맛도있고 괜찮네요ㅋㅋ
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,배송도 진짜 빠르고 상품도 진짜 좋아요 굿
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,만족하면서 먹고 있습니다
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,잘먹고 있어요.감사합니다..
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,굿 정말 맛있네요....
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,항상 맛있게 목고 있어요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,편리하고 간단하게 먹기좋아요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,맛있어요.다이어트에 많은 도움이 되고 있어요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,4,"맛도 좋고, 먹기 편하고, 아주 좋아요!"
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,4,감사합니다 잘먹겠습니다
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,배송빠르고 가성비 좋아요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,다이어트식단에 완전  좋아요맛도  좋고요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,다이어트 도시락으로 간편하게 먹기 좋아요 ㅎㅎ 또 시킬께요!!
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,3,다이어트 할려고 시킴
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,좀 녹긴했는데 다행히 잘 도착했어요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,가성비 좋은 제품 이예요 재구매 할게요
더슬림 맛있는 도시락 2주 한달 식단관리 직장인 냉동 볶음밥 닭가슴살슬라이스 퀴노아영양밥,5,맛있게 잘먹었어요 배부르고좋아요
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,반복 구매요.  이번에는 연휴라 실패/ 구성은 좋아요
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,너무 편하게 식단 할수있어서 정말 좋네요. 채소들이 다 싱싱하고 맛있어요.  다음달에도 또 해야겟어요 배송도 빠르고 좋아요 감사합니다
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"배고프지만 건강해지는 느낌이에요. 
얼음대신 생수얼린걸로 포장해주셨고 포장 잘되어서 왔어요. 맛있어요."
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,2,가성비 떨어집니다.중국산 당근이라니요...;
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,병원에서 단식모방식단 추천해서 편하게 먹으려고 시켰어요 좋네요
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,빠르고 간편하게 식단을 할 수 있어요
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,4,"몸관리 하기 괜찮어요
좀 비싸지만 편합니다.."
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"뿌려먹는 소스가 아주 맛있네요^^
5일동안 잘 먹었습니다~~~~
해독프로그램이 필요하던차에
아주 유용했어요
또 주문하러 오겠습니다"
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"3년만에 FMD식단 주문했는데 잘 한거 같아요
배고플까봐 걱정 되었는데 해보니 할만 하더라구요 밥은 잘라서 비벼먹었더니 먹기도 편하고 맛있었어요"
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,아직 안먹어봨ㅅ는데 효과가 있으면 좋겠어요 포장이 꼼꼼햐사 좋아요
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,1,샐러드가 참.. 그냥 편의점이 나아요
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"1, 2일째 사진만 올렸어요. 리뷰쓰고 싶어서요.
여기서 이 식단을 5번정도 인가 시켜서 먹었는데
이제껏 다 좋았어요. 신선함이...
그런데 이번에는 조금 아쉬웠어요. 방울토마토는
탄탄했었는데 못먹는 건 아닌데 몰캉했구요, 오이는 몇개 오래되면 미끌거리는 거 생기는 거, 뭔지 아시죠? 흠,,,,,, 전체가 그런게 아닌 거 보니 잘라놓은 걸 쓰신건지..... 뭔지.... 모르겠지만,,,
그리고, 3~5일째 오늘 받아서 냉장고에 넣으려는데
뚜껑이 덜 닫힌 게 있어요ㅜ 확실하게 닫아주시구요. 작은 스티로폼 통에 살짝 우겨넣으려니 도시락 빼니 스티로폼 가루??들이ㅡㅡ;;;;
정리하고 냉장고에 넣었어요. 물보다는 이제 아이스팩도 넣으셔야 할 것 같기도 해요.

무튼, 편리함에 이용을 하고 있습니다.
앞으로도 그 편리함 때문에 또 이용할 것 같아요.
대신 신선함도 같이 보내주시길 바랍니다."
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,4,다른 야채는 다 신선했는데 오이가 약간 물렀서 들어갔네요ㅠㅜ
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,배송도 빠르고 제품도 좋습니다
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"신선하고, 정성이 느껴져요.  감사합니다."
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,날짜 맞춰 배송 잘 왔고 맛도 괜찮습니다!
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"너무 맛있어요.. 
채소도 신선해용"
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,식단을 간편하게 관리할 수 있어 좋았습니다.
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,1년에 3회를 목표로!!
5일의 FMD 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"이번에 제대로못먹었네요~ㅠㅠ
먹기편하고 맛있어서 맘먹고 먹었어야하는데 이번에 모임이 많았어요~  담에다시해야겠어요"
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,잘 배송되었구요 맛있을거같아요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,잘 배송되었구요 맛있을거같아요 ㅎㅎ
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,항상 맛있게 먹고 있습니다.
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,항상 맛있게 먹고 있습니다
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,맛있게 잘 먹었습니다!
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,짱 맛있고 양도 적을 줄 알았는데 배불러요!
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,"생각보다 엄청 배불러러요! 다른 메뉴들도 더 먹겠지만 맛있고 양도 점심으로 괜찮은거 같아요 ㅎㅎ
아무래도 배를 부르게 하는 재료들이 들어가 있어서 그런건지 일단 배달 도시락 맛없다는 인식이 있어서 걱정했는데 맛있게 잘 먹고 있습니다 ㅎㅎ 또 시킬 생각 입니다!"
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,감사합니다 ~ 잘 먹겠습니다 ~~
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,감사합니다 ~ 잘 먹겠습니다 ~
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,4,맛잇어요. 간도 딱 맞아요 ㅎ
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,4,양은 푸짐해요 ㅎㅎ
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,먹기편하고 맛있어요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,아주 맛있게 잘먹었습니다.
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,"양 푸짐하고 아주 맘에 들어요 
맛도 좋습니다."
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,하나 먹어봤는데 맛있었어요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,하나 먹어봤는데 양도 많고 대존맛임 두번살게요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,저렴하고 간편하게 먹을 수 있어요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,싸고 먹기 편해서 좋아요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,적당한 가격에 맛있어요
양많은 냉동 도시락 정기배송 직장인 점심 단백질 편의점 아침 식단 배달 혼밥데이 5종,5,맛있어요 자주 먹을게요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,항상주문해요 항상주문해요 항상주문해요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,넘. 만족해요 도시락 이거밖에 안먹어 봤는데 넘 맛잇어서 다른 브랜드 도전하기 싫어요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,"잘 먹고 있습니다
다이어트용으로 최고"
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,잘먹었습니다 ~~~~
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,아침고민을 없애줘서 고맙습니다
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,이것만큼 맛있는 도시락은 없는거같아요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,가끔씩 시켜먹고있습니다.
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,항상 잘 먹고 있어요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,몇달째 먹지만 안질리고 꾸준히 먹어요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,안질리는 도시락 좋아요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,항상먹는 도시락 너무 좋아요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,다이어트가필요할때먹음
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,"잘받아서 잘 먹고있어요. 포르미도 종류가 많네요. 밥은 좀 적은편이고 반찬이 많은편
늘 구매하지만 맛납니다.간편하고"
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,맛있게 잘먹고 있어요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,1년 넘게 애용중입니다~
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,다른 도시락 먹어봤는데 여기가 제일 낫네요
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,맛있어요 굿굿 자주시켜먹을래요 구성좋음
더포르미 12종24팩 맛있는 영양잡곡밥 간편 점심 냉동도시락,5,가격이 너무 올라서 ㅜ 아쉽네요 우선 구입했습니다 맛은 있어요
